userName,score,content
Pengguna Google,4,"kalo malem malem terus lagi dengerin lagu tiba tiba muncul podcast tentang hantu gimana? makanya kalo iklan jangan di lagunya mending to iklan ne di... aku juga bingung, ya intine kayak di dinding lah gampangnya"
Pengguna Google,5,Bagus si apalagi ada lagu ganta only
Pengguna Google,5,mantap
Pengguna Google,5,apik tenan aku ISO delok lagune bob Marley salam Yoman ❤️💛💚
Pengguna Google,4,bagus tapi ada iklan
Pengguna Google,5,bagus banget spotify bisa nge sad😝😝
Pengguna Google,5,Bagus sangat berguna untuk belajar mengenai cara mengetahui bahasa asing dan juga mengedukasi untuk belajar berbahasa
Pengguna Google,5,"puas bangett sama spotify inii. walaupun aku ga premium, tapi iklan""nya juga masih bisa dimaklumi lah dan lagu""nya juga banyak bangett yang tersedianya."
Pengguna Google,1,kureng banget sekarang semuanya harus serba premium
Pengguna Google,5,aplikasi bagus
Pengguna Google,1,kebanyakan iklan nya daripada musiknya
Pengguna Google,5,baguss tpi kalau uda di putar lagu nya tiba tiba mati sendiri
Pengguna Google,2,kalau saja Spotify ga bayar ge bakal kasih bintang lima 🥀💔
Pengguna Google,5,BAGUSSSNYAAA
Pengguna Google,4,bagus app nya tapi makin banyak premium nya
Pengguna Google,5,ok
Pengguna Google,5,bagus
Pengguna Google,5,SANAGATTT BAGUSSSSSSSSSSSSS
Pengguna Google,5,bagus
Pengguna Google,5,good
Pengguna Google,5,👍
Pengguna Google,5,aplikasi musik terbaik
Pengguna Google,2,sebenernya aku gak masalah beli premium nya tapi karena cuma di pake beberapa hari aja jadi sering beli yg seminggu tapi sekarang udah gak ada yg sehari dan seminggu cuma ada yg sebulan semua jadi sayang aja kalo beli yg sebulan kalo gak premium iklannya bisa sampe 3 sebelum nya cuma 1/2 iklan tolong yg premium seminggu di balikin lagi!!!
Pengguna Google,5,mantap gan
Pengguna Google,5,bagus banget dehh wajib download si
Pengguna Google,5,baguss
Pengguna Google,5,bagus. 👍👍👍👍
Pengguna Google,5,asik banget
Pengguna Google,5,"pliss deh, mkin bagus walaupun ga premium tapi sangat memuaskan bangett"
Pengguna Google,5,joSss
Pengguna Google,2,"balikin premium mini lah gw udah beli pulsa buat beli itu malah di ilangin, gw harap di balikin tuh premium mini, jangan mata duitan jdi orang tuh harus secukupnya gausah mentang mentang banyak pengguna jdi mata duitan, gw saranin aja mending balikin drpd nanti lo banyak yg hujat"
Pengguna Google,4,bagus
Pengguna Google,5,GG ini setiap hari di rumah bisa sambil tidur sambil dengerin lagu saik tapi tolong jangan ada iklan saya pusing tolong jangan ada iklan ya makasih
Pengguna Google,5,muantaf fuul
Pengguna Google,5,seru
Pengguna Google,5,bagus dah itu aja
Pengguna Google,5,mantap
Pengguna Google,1,premium nya mahal
Pengguna Google,5,sangattt bagusss
Pengguna Google,5,sangat bagus
Pengguna Google,5,bagus 👍
Pengguna Google,1,"makin kecewa aku sama aplikasi ini kemarin denger lagu ga bisa urut harus premium dulu oke lah masih aku maklumi, lah sekarang pilih lagu atau mencet lagu agar bisa bunyi lebih dulu aja harus premium dulu perhitungan banget sumpah, kecewa berat sama Spotify, masih bagusan yang dulu dari pada sekarang"
Pengguna Google,5,teman produktivitas
Pengguna Google,5,keren..
Pengguna Google,5,paket mingguan sudah tidak ada 🥴
Pengguna Google,2,"kesel bngt cok setiap gua dengerin lagu favorit gua baru satu lagu langsung lagu yang gua gk favoritin anjir plis lah klo kita dengerin lagu favorit tuh bnre"" cuma favorit gk ush yang rekomendasi"""
Pengguna Google,3,bagus
Pengguna Google,5,apknya bagus lagunya banyak dan bagus
Pengguna Google,5,Mantapp
Pengguna Google,4,"banyak iklannya, lebih baik kurang i iklannya kak makasih🙏"
Pengguna Google,1,selalu minta waktu utk isi angket tapi tdk pernah ada perubahan 🤡
Pengguna Google,5,"kalo gaada ini gakebayang gua idup tanpa lagu² yg relate ntuh, aduh, tq udh ciptain ni apk yh😈"
Pengguna Google,5,Assalamualaikum
Pengguna Google,5,terimakasih
Pengguna Google,1,lagu ny sering mati tiba²
Pengguna Google,5,Bagus lah
Pengguna Google,5,mantap
Pengguna Google,5,sangat bagus
Pengguna Google,5,Mantap
Pengguna Google,5,trimakasih Spotify sudah menemani hari hari saya di saat saya sedih di saat saya kesepian dan di saat saya ingin meraih cita cita saya. trimakasih telah menemani hari hari saya
Pengguna Google,3,knp tbtb suka mati sendiriiii ueueueㅠㅠ
Pengguna Google,4,bagus bangettttt
Pengguna Google,4,"baguss, tapi kadang masih ada lagu yang ga ada lirik nya, mohon di perbarui yaa"
Pengguna Google,5,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
Pengguna Google,1,"masa apa² hrs premium? gw mau nyetel lagu mlh""pilih lagu untuk diputar besok"" YA MASA SEMUANYA AJA HRS PREMIUM TAU GINI GW KE RESSO AJA BEGOO"
Pengguna Google,4,Mantappp
Pengguna Google,2,"kenapa premeum mini spotify di akun saya gak ada ya, apa sudah di hapus??"
Pengguna Google,5,"baguss bgtt kalo didengerin ambil bljr,ngerjain tugas,kerja, pokonya the best deh walaupun iklannya kdng mengganggu TPI masih okelah nggak terlalu mengganggu juga iklannya itu aja sih rating dari aku pokoknya Spotify paling kuandelin dehhh."
Pengguna Google,5,👍👍👍👍
Pengguna Google,5,i like spotify!♡♡
Pengguna Google,5,meyenagkan 😊😊😊
Pengguna Google,5,banyak iklan👍❤️
Pengguna Google,5,saya seneng mendengarkan Spotify buat temen waktu santai
Pengguna Google,5,"suara musiknya jelas,,tapi klo bs iklannya di kurangin ya bos"
Pengguna Google,5,Bagus
Pengguna Google,5,"baguss,kaloo aku lagi main ff + ngesad auto bantai (sebenernya ke bantai sih tapi biar keren aja)"
Pengguna Google,5,bagussss bangetttt
Pengguna Google,5,musiknya sangat bagus
Pengguna Google,5,keren
Pengguna Google,5,keren
Pengguna Google,4,seru banget apk nya bagus lagi
Pengguna Google,5,TOP aplikasi..bikin puaaaas cari model music ape aje ada...thanks 🙏🙏🙏Bravo spotify
Pengguna Google,5,mantap
Pengguna Google,5,good
Pengguna Google,5,lengkap. liriknya di lengkapi semua
Pengguna Google,5,keren
Pengguna Google,5,selalu ada iklan
Pengguna Google,5,bagusss bgtt pliss
Pengguna Google,5,orang yang buat kreatif ya
Pengguna Google,5,jadi seru ada nyanyian nya
Pengguna Google,5,"keren, tp di aku ad beberapa fitur yg ngg bisa di pakai 👍"
Pengguna Google,5,love
Pengguna Google,5,gatauu tpi spotify bagus bgtt
Pengguna Google,5,free dan mudah digunakan
Pengguna Google,5,bagus untuk dengar lagu sambil main game😋😁
Pengguna Google,5,mantap 🤓☝️
Pengguna Google,5,aplikasinya bagu jir
Pengguna Google,5,𝚐𝚘𝚘𝚍 𝚊𝚙𝚙
Pengguna Google,5,good
Pengguna Google,5,bagus bgt aplikasi nya ya
Pengguna Google,5,"sangat bagus, suara ny jernih"
Pengguna Google,1,"gk nyambung baget 😡 jelas jelas internet sya lagi stabil loh malah di bilang tidak ada intenet, tolong di perbaiki aplikasi nya"
Pengguna Google,5,saya sangat menyukai spotify kara banyak pilihan music dan podcast episodenya banyak dan seru²
Pengguna Google,4,yah lumayan
Pengguna Google,4,mahal bet premium nya
Pengguna Google,3,banyak iklan
Pengguna Google,5,bagus puas banget pokoknya 🥰😘
Pengguna Google,5,sangat bagusss😍😍😍🤩
Pengguna Google,5,bgus bgt aplikasi nya. bisa buat denger lagu dan nyanyi² bermanfaat banget aku saranin yang hobi dengar musik dan nyanyi pke aplikasi ini aja fix nyaman💐💐
Pengguna Google,2,kalau kasih iklan jangan pas di tengah² lagu
Pengguna Google,5,aA bagus banget aplikasi nya
Pengguna Google,5,sangat mantap
Pengguna Google,5,"alesan gua nilai apk ni? gada alesan yg Laen cuman 1,gua di tinggal ortu dua duanya dan yg nemenin cuman ni apk:)"
Pengguna Google,5,semoga makin jaya😘😁
Pengguna Google,5,bagus
Pengguna Google,5,enhh
Pengguna Google,5,BAGUSSS BANGETT AAA
Pengguna Google,5,bagussss
Pengguna Google,5,"mantap, gacor"
Pengguna Google,5,aku suka
Pengguna Google,5,semua lagu kesukaanku ada kecuali Cinta terhalang jarak jauh-rhiena
Pengguna Google,5,🌼
Pengguna Google,5,bagus Makasih banyak
Pengguna Google,5,bagus karna hampir semua lagu ada di sini
Pengguna Google,5,bagus
Pengguna Google,5,puas
Pengguna Google,5,lengkap banget lagu nya jadi saya suka
Pengguna Google,5,keren
Pengguna Google,5,"apk nya bagus , tapi ada beberapa lagu yang udah gak ada di Spotify jadi rada kangen 😞"
Pengguna Google,5,semoga harga bulanan bisa di 20 rbuan😭 baru saya akan langganan tiap bulan
Pengguna Google,5,enak sekali bikin candu
Pengguna Google,5,bagus
Pengguna Google,5,apk nya enak bgt bisa dengerin lagu sesuka kita👍
Pengguna Google,5,"Baguslah,kalau gak bagus aku gak instal lagi,dulu sempat nyoba yang lain,eh ahkirnya balik ke selera asal.Tetap terbaik deh pokoknya.Sukses spotify."
Pengguna Google,5,"enak dipakai gampang dipahamu fitur""nya"
Pengguna Google,2,"Memang bagus tapi bagian penyetelan pilihan lagu sangat di batasi dan itu sangat menggangu, tolong lebih di longgarkan😕"
Pengguna Google,2,"jadi tdk puas dengarnya, harus premium bgt nih spot? mahallll plz"
Pengguna Google,1,"Saya sudah kecewa dgn Spotify karena akses putar lagu sangat terbatas, sudah lebih dari 5 th pakai Spotify"
Pengguna Google,5,musik nya bagus semua dan enak di dengar
Pengguna Google,1,premium mini?
Pengguna Google,5,bagus
Pengguna Google,4,bagus sih tapi Harus daftar akun dulu
Pengguna Google,5,mantap
Pengguna Google,2,kenapa pas main game tiba tiba berhenti
Pengguna Google,5,bagus ♥️✨
Pengguna Google,5,berguna banget buat saya yg suka kemana² yg naik kereta
Pengguna Google,1,kemana paket premium mini?😠
Pengguna Google,5,bagus dan cocok didengarkan saat belajar
Pengguna Google,4,kebanyakan iklan
Pengguna Google,5,Sy sangat menyukai apk ini
Pengguna Google,5,seru banget
Pengguna Google,5,banyak iklan
Pengguna Google,5,Yessssd
Pengguna Google,5,saya pernah mendengar kan spotify sampai tertidur
Pengguna Google,5,"Sangat bagus banget, tolong ada lirik lagu dan terjemahan nya lagi dongggg"
Pengguna Google,4,saya suka dengan aplikasi nya d tinggal pun masih ad lagunya tetapi ad sedikit masalah yg saya g suka ad aj kaduruwasa
Pengguna Google,5,👍👍👍👍👍
Pengguna Google,5,musik lengkal
Pengguna Google,1,ribet harus bikin ini lah bikin itu lah mending go tube spotify gk enak lah pokoknya
Pengguna Google,4,"bagus, kerenn bgt ‼️"
Pengguna Google,3,sangat disayangkan premium mini udah gk bisa diakses
Pengguna Google,5,"bagusss bgttttt, thankyou Spotify 💗💗💗💗"
Pengguna Google,5,makasii bangett Uda jadi temen akuuuuu
Pengguna Google,5,puass sekali
Pengguna Google,5,"syaa sukaa banget sma aplikasinya, tpi iklan nya kdng banyak jdinya agak ngeganggu, klau bisa iklann nya di kurangi... tpi diluar itu aplikasinya baguss bangett👌"
Pengguna Google,5,menghibur
Pengguna Google,5,bagus aja
Pengguna Google,5,sangat bagus sekali sangking bagus nya aku selalu menangis mendengar lagu yang ada di sini 🥲🥲
Pengguna Google,5,Nice
Pengguna Google,5,suka dengar lagu
Pengguna Google,5,very good
Pengguna Google,5,suka lagu semua
Pengguna Google,5,versi lawas.
Pengguna Google,4,semua lagu nya lengkap tapi KLO mau ngereplay lagunya gak bisa KLO gak premium tapi overall not bad lah
Pengguna Google,5,👍 👍
Pengguna Google,5,bagusssss
Pengguna Google,5,Ok banget
Pengguna Google,5,Keren banyak aneka lagu favorit
Pengguna Google,5,seru
Pengguna Google,5,"jadi kaya ada yg temani gitu, suasa menjadi lebih seruu"
Pengguna Google,4,minus banyak iklan dong overall oke lah
Pengguna Google,2,gbisa di buka 🗿🗿
Pengguna Google,5,"Spotify Bagus banget, Banyak Banget Lagu yang Membuat Aku Relax, Banyak Podcast, Tapi Kadang Kadang Sering Bug, Terus juga banyak Lirik yang Ngawur dan Tidak Ada Liriknya, Tapi Banyak Pilihan, Ada Playlist Dan Lain lain, Pokoknya Worth It buat yang Suka Galau!!, Ayo Cobain Spotify Sekarang...!!"
Pengguna Google,5,"aplikasi mengbagus, mengkeren, mengkece, mengrelate, mengmantap, menggila... terimakasih spotiprot"
Pengguna Google,5,bintang 5
Pengguna Google,1,Aplikasi maksa premium
Pengguna Google,5,bagus
Pengguna Google,5,kerren banyak pilihannya 👍👍👍
Pengguna Google,5,keren
Pengguna Google,5,absolute cinema kurang nya ya palingan ga bisa cari lagu yang ada di platform lain tapi masuk akalah
Pengguna Google,1,aplikasi pay 2 hear cuman 2 bulan 50 an mahal tenan sia sia aku burung merak sama bebek beraq🗣🔥🔥🔥
Pengguna Google,5,seru
Pengguna Google,5,Bagus!!🗣️👍aplikasi nya sangat berguna untuk saya dan saya bisa mendengar lagu yg sy mau tapi kalo wifi/data ku mati langsung gak bisa di putar jadi sy itu kalo mau main game/menggambar di ibispaint gak ku putar karna banyak banget iklan nya🗿bagus kok aplikasi nya! :)
Pengguna Google,4,Aplikasinya Good tapi tolong iklannya jangan yang serem 🙏🏻😭
Pengguna Google,5,lagu nya asik²
Pengguna Google,5,sangat bagusy
Pengguna Google,5,"Saya belum lama menggunakan Aplikasi spotify, tapi setelah saya mengunduhnya saya menggunakannya dengan mendengar musik lagu rohani hampir setiap hari, bagiku lagu rohani merupakan Ibadah dan mendekatkan jiwa kepada Tuhan, apalagi di saat kita menghadapi masalah dan problem dalam hidup, biasanya lagu paporitku putri siagian dan banyak yg lainnya, dan ternyata saya mendapatkan penghargaan dari spotify, pendengar lagu rohani terlama di dunia, Terima kasih atas perhatiannya #spotify @dandintan66 🌹"
Pengguna Google,5,spotify mmang mantap buat lagu
Pengguna Google,4,"aku kasih 4 dlu soalnya spo tu dah bagus ya, tapi please adain fitur dm😓 karna ak mau pdkt sama crushku tapi i'm so scared kalau langsung lewat ig atau wa, dan kayak udh biasa, butuh gebrakan baru pdkt lewat Spotify, heheheh"
Pengguna Google,2,saya kasih bintang dua setelah beberapa tahun saya pakai aplikasi spotify ini karena paket mini spotify premium di hilangkan. itu membuat kecewa bagi saya karna ekonomi saya tidak sperti orang orang :(
Pengguna Google,5,bagus
Pengguna Google,5,seru
Pengguna Google,5,bagus banget kadang kaget kalau ada iklan cerita horor
Pengguna Google,1,"masa mau putar lagu harus premium dulu? dikit-dikit premium, maksa banget buat beli premium. dulu tuh hampir semua bebas, ga banyak premium, loh kok sekarang apa-apa jadi premium? udah kaya mau hidup tapi harus premium dulu. tolong kurang-kurangin deh ya."
Pengguna Google,1,"pen denger musik aja kudu bayar👹👹👹dahmah iklan nya kagak ngotak,makin kesini makin pelit ih najong😭😭😭"
Pengguna Google,5,tidak bagus kerana bayar
Pengguna Google,1,iklannya banyak banget
Pengguna Google,5,good
Pengguna Google,4,very well
Pengguna Google,4,tolong perbanyak lagi pilihan lagu indonesia yang gratis
Pengguna Google,5,bagus banget
Pengguna Google,1,"spotify maruk semua aja pake premium ,kalo iklan ma gk masalah tapi dengerin lagu yang pengen ku dengerin aja di suruh premium dulu.maruk lu,gua pindah ke apk sebelah aja dah lama lama."
Pengguna Google,5,good
Pengguna Google,4,bagus tapi sayang nya karna ada premium aja
Pengguna Google,5,baguus
Pengguna Google,5,bagus banget lo
Pengguna Google,5,yg penting berbintang
Pengguna Google,5,aplikasi nya bagus aku bisa mendengar semua lagu ini setiap hari Terima kasih spotify
Pengguna Google,5,Bagus bisa dengerin lagu faforit
Pengguna Google,3,"Kadang ada lagu yang awalnya ada liriknya, tapi kemudian liriknya gak muncul. Trus iklannya diulang mulu, bosen. Udah klik dislike tapi tetep aja iklan itu yang diputar."
Pengguna Google,5,hi Spotify.. lu belum tau di lenny? dari sekian banyak lagu lu GK ada yg bisa nandingin suara lenny!!
Pengguna Google,4,bagus
Pengguna Google,5,musiknya bagus jernih dan banyak pilihan..mantap aplikasinya
Pengguna Google,5,memang sportif faik mantap
Pengguna Google,1,kikir
Pengguna Google,5,mantap
Pengguna Google,4,"aplikasi nya bagus cuma, yang premium itu minimal di tidak usah kan,karna mengganggu saat saya setel musik nya"
Pengguna Google,5,mantap lagunya
Pengguna Google,5,aplikasi ini sangat bagus untuk menggambar cerita and lainnya ini sangat bagus terimakasih telah membantu saya
Pengguna Google,5,SPOTIFY GG SUARA NYA MENGGELEGAR
Pengguna Google,4,best
Pengguna Google,5,"Lagunya lengkap, kwalitas suara bagus,"
Pengguna Google,5,bagus ada banyak lgu klo aku bozen pasti dengerin lgu dispotify
Pengguna Google,4,lumayan nyaman pake apk ini.
Pengguna Google,5,ok
Pengguna Google,5,mantaaap
Pengguna Google,4,sementara takasi bintang 4 dulu rasanya bllm mentok ke hati
Pengguna Google,5,bagusss bngettttt
Pengguna Google,5,spotify emg ok
Pengguna Google,4,Ok mantap
Pengguna Google,5,goodw
Pengguna Google,1,saya turunin jadi BINTANG 1. Sekarang serba premium. kemarin² masih bisa dengerin lagu yg lain GRATIS! sekarang jadi malas pake apk ini lagi. mending ke apk sebelah !
Pengguna Google,5,bagus menghibur
Pengguna Google,5,Good
Pengguna Google,5,enak bisa main game sama dengarin lagu hihi makanya aku kasih nilai 5 🌟
Pengguna Google,5,top
Pengguna Google,5,apk sangat bagus
Pengguna Google,2,Kenapa paket 10k hilang
Pengguna Google,5,bagus
Pengguna Google,5,yaps begitu lah krna gua ga premium kdng ada iklan but gapapa
Pengguna Google,5,keren Spotify aku suka love yo Spotify
Pengguna Google,2,"gila, aplikasi makin naik bukannya banyakin keuntungan buat pengguna malah bikin sulit penggunanya, yg dipikirin duit"" terus, dlu premium sehari dihapus, skrg premium mini 7hari juga dihapus?, ga premium apa"" dibatasin, gila nih yg megang aplikasi"
Pengguna Google,5,"bagus, aplikasi musik lengkap, apapun yang ingin kita dengar ada disini."
Pengguna Google,2,"pelit bgt sekarang apa"" iklan dulu"
Pengguna Google,5,mantap
Pengguna Google,5,bagus
Pengguna Google,1,lama kasih kode SMS baru saya tunggu sampai 2 jam !
Pengguna Google,5,Keren banget
Pengguna Google,5,lagu nya bagus
Pengguna Google,2,"apaan banget maksa buat beli Spotify prem padahal aku mau nya yang biasa aj, eh ga bisa puter lagu lagi gegara spoti nya maksa dah ga bisa lagi muter lagu 😔, entah ini admin nya mau aku beli kah? tapi pliss ak cuma MW puter Spotify malah di suruh beli yg prem😞, mau mencet lagu yang lain malah ga mau pliss terus aku mau skip malah ""jelajahi prem, kamu bisa melewati 6kali per jam"" TOLOOONGGGG AAAA ERROR TERUSS😞, tolong dong min saran atw apain gituu😓😓😞 maap jika ad KTA"" yg nyakitin hueeeue"
Pengguna Google,2,dak bagus Iki aplikasi opo Iki orak jelas
